@relation feature_abnormal_ICBCtrain-weka.filters.unsupervised.attribute.Remove-R1

@attribute transAmount numeric
@attribute maxMoney numeric
@attribute minMoney numeric
@attribute avgMoney numeric
@attribute IP numeric

@data
5072.7,9014.09,5072.7,6739.649,1
7130.6291,9014.09,5072.7,6739.649,1
6005.5,7318.18,2349.558082,5224.413,0
7318.18,7318.18,2349.558082,5224.413,1
2349.558082,7318.18,2349.558082,5224.413,0
2733.8341,12745.9,2733.8341,6082.345,0
2767.3,12745.9,2733.8341,6082.345,1
12745.9,12745.9,2733.8341,6082.345,0
7048.004834,16205.6,473.3263,7270.478,1
473.3263,16205.6,473.3263,7270.478,0
5354.98034,16205.6,473.3263,7270.478,1
16205.6,16205.6,473.3263,7270.478,1
2320.14,13643.571,2320.14,7981.856,1
13643.571,13643.571,2320.14,7981.856,1
5138.736166,15064.621,3630.915004,7592.132,1
9037.3,15064.621,3630.915004,7592.132,0
7399.6,15064.621,3630.915004,7592.132,1
8022.02,15064.621,3630.915004,7592.132,1
3630.915004,15064.621,3630.915004,7592.132,1
15064.621,15064.621,3630.915004,7592.132,1
4851.73,15064.621,3630.915004,7592.132,1
10662.3,10662.3,1919.93224,7438.678,1
1919.93224,10662.3,1919.93224,7438.678,1
9733.80162,10662.3,1919.93224,7438.678,1
4758.5,10362.3364,4758.5,6676.367,0
4908.265,10362.3364,4758.5,6676.367,1
10362.3364,10362.3364,4758.5,6676.367,0
8144.968235,10056.87,4129.00921,7383.623,1
10056.87,10056.87,4129.00921,7383.623,1
7203.644506,10056.87,4129.00921,7383.623,0
4129.00921,10056.87,4129.00921,7383.623,1
1399.254,14038.4102,1399.254,8588.322,0
10618.21055,14038.4102,1399.254,8588.322,1
12577.96,14038.4102,1399.254,8588.322,0
3329.456,14038.4102,1399.254,8588.322,1
9566.643611,14038.4102,1399.254,8588.322,0
14038.4102,14038.4102,1399.254,8588.322,0
9774.3046,11254.8799,9774.3046,10514.592,0
11254.8799,11254.8799,9774.3046,10514.592,0
11575.23,11575.23,4361.02,7968.125,1
4361.02,11575.23,4361.02,7968.125,1
3383.4332,3383.4332,901.583,1789.577,1
1083.716,3383.4332,901.583,1789.577,0
901.583,3383.4332,901.583,1789.577,0
4989.008,4989.008,4989.008,4989.008,0
1229.7301,9485.51,1201.491,3972.244,1
1201.491,9485.51,1201.491,3972.244,1
9485.51,9485.51,1201.491,3972.244,0
4750.84,5544.58,3847.14,4714.187,0
3847.14,5544.58,3847.14,4714.187,1
5544.58,5544.58,3847.14,4714.187,0
827.773393,6033.909072,827.773393,3262.412,0
1398.722,6033.909072,827.773393,3262.412,0
2385.84026,6033.909072,827.773393,3262.412,1
6033.909072,6033.909072,827.773393,3262.412,1
4568.87,6033.909072,827.773393,3262.412,0
4359.3596,6033.909072,827.773393,3262.412,1
4868.67,14103.4881,2991.7965,8597.261,0
9443.53323,14103.4881,2991.7965,8597.261,1
14103.4881,14103.4881,2991.7965,8597.261,0
11147.0217,14103.4881,2991.7965,8597.261,0
2991.7965,14103.4881,2991.7965,8597.261,0
3936.399578,14103.4881,2991.7965,8597.261,0
13689.921,14103.4881,2991.7965,8597.261,0
4223.98,11262.36314,833.7165,6708.056,1
11262.36314,11262.36314,833.7165,6708.056,0
833.7165,11262.36314,833.7165,6708.056,0
9576.42,11262.36314,833.7165,6708.056,1
7643.8,11262.36314,833.7165,6708.056,0
944.889727,7510.3,944.889727,4334.303,1
7510.3,7510.3,944.889727,4334.303,1
4547.72,7510.3,944.889727,4334.303,1
8821.926,11614.8,4843.8,8920.075,1
9321.44708,11614.8,4843.8,8920.075,1
4843.8,11614.8,4843.8,8920.075,0
11614.8,11614.8,4843.8,8920.075,0
9998.4,11614.8,4843.8,8920.075,1
8354.5,8733.66,753.327263,6701.653,0
7808.67,8733.66,753.327263,6701.653,0
8733.66,8733.66,753.327263,6701.653,1
753.327263,8733.66,753.327263,6701.653,0
8591.22,8733.66,753.327263,6701.653,0
5968.539,8733.66,753.327263,6701.653,1
11069.83,11069.83,6127.670547,9192.58,1
10380.24,11069.83,6127.670547,9192.58,1
6127.670547,11069.83,6127.670547,9192.58,1
7569.11338,7569.11338,6542.26769,6896.704,0
6578.73,7569.11338,6542.26769,6896.704,0
6542.26769,7569.11338,6542.26769,6896.704,0
5167.51,5167.51,5167.51,5167.51,0
2476.9,7581.26413,917.660463,3658.608,0
917.660463,7581.26413,917.660463,3658.608,0
7581.26413,7581.26413,917.660463,3658.608,1
3083.9,13050.554,1477.3,5028.719,0
1477.3,13050.554,1477.3,5028.719,1
13050.554,13050.554,1477.3,5028.719,1
2503.122,13050.554,1477.3,5028.719,1
9300.05,10345.5018,2595.5,6050.218,0
3791.6,10345.5018,2595.5,6050.218,1
5078.59417,10345.5018,2595.5,6050.218,1
10345.5018,10345.5018,2595.5,6050.218,1
7991.8,10345.5018,2595.5,6050.218,0
3248.48203,10345.5018,2595.5,6050.218,0
2595.5,10345.5018,2595.5,6050.218,0
9724.9,9724.9,1393.7,5572.353,0
1393.7,9724.9,1393.7,5572.353,1
4325.93,9724.9,1393.7,5572.353,1
6844.883414,9724.9,1393.7,5572.353,0
3938.8,3938.8,3782.89289,3860.846,0
3782.89289,3938.8,3782.89289,3860.846,1
6702.6192,6998.4,6702.6192,6850.51,1
6998.4,6998.4,6702.6192,6850.51,0
8450.49061,10724.9,6935.56,8703.65,0
10724.9,10724.9,6935.56,8703.65,0
6935.56,10724.9,6935.56,8703.65,0
11525.2491,11525.2491,11525.2491,11525.249,1
4559.32081,11619.234,4559.32081,8941.043,1
11619.234,11619.234,4559.32081,8941.043,1
10644.573945,11619.234,4559.32081,8941.043,1
9410.194,9410.194,8346.321886,8878.258,0
8346.321886,9410.194,8346.321886,8878.258,1
9775.9,14344.6059,162.0346,8359.507,0
162.0346,14344.6059,162.0346,8359.507,0
9155.489,14344.6059,162.0346,8359.507,0
14344.6059,14344.6059,162.0346,8359.507,0
11396.1297,11396.1297,4908.9,8683.798,0
10803.7,11396.1297,4908.9,8683.798,1
7626.461,11396.1297,4908.9,8683.798,1
4908.9,11396.1297,4908.9,8683.798,0
6491.7008,6491.7008,6491.7008,6491.701,1
11531.9789,13374.78,4083.4,9674.09,0
12294.69963,13374.78,4083.4,9674.09,1
4083.4,13374.78,4083.4,9674.09,1
7085.591003,13374.78,4083.4,9674.09,0
13374.78,13374.78,4083.4,9674.09,1
6038.9,9265.155706,6038.9,7652.028,1
9265.155706,9265.155706,6038.9,7652.028,1
6766.273,18217.879474,5973.85,10527.326,1
5973.85,18217.879474,5973.85,10527.326,0
7639.32778,18217.879474,5973.85,10527.326,1
14039.297369,18217.879474,5973.85,10527.326,0
18217.879474,18217.879474,5973.85,10527.326,0
4876.52343,9571.10475,4876.52343,6954.979,0
9571.10475,9571.10475,4876.52343,6954.979,0
6417.308,9571.10475,4876.52343,6954.979,1
5284.83394,9345.926891,3193.40768,5941.39,1
3193.40768,9345.926891,3193.40768,5941.39,0
9345.926891,9345.926891,3193.40768,5941.39,0
1571.5295,7825.08,1571.5295,4698.305,1
7825.08,7825.08,1571.5295,4698.305,0
6790.7,14037.62,6790.7,9914.906,0
10553.51363,14037.62,6790.7,9914.906,0
8277.78877,14037.62,6790.7,9914.906,1
14037.62,14037.62,6790.7,9914.906,1
8513.8101,12696.42561,8513.8101,10840.016,0
12696.42561,12696.42561,8513.8101,10840.016,1
11309.8126,12696.42561,8513.8101,10840.016,0
11068.889,11068.889,10423.579,10746.234,0
10423.579,11068.889,10423.579,10746.234,1
3526.6,11245.3129,3526.6,6513.632,0
7538.34678,11245.3129,3526.6,6513.632,0
3744.27,11245.3129,3526.6,6513.632,1
11245.3129,11245.3129,3526.6,6513.632,0
9530.235,9530.235,6927.44,8228.838,1
6927.44,9530.235,6927.44,8228.838,1
4696.259049,16514.6,4696.259049,10565.617,0
7430.8,16514.6,4696.259049,10565.617,0
13620.807515,16514.6,4696.259049,10565.617,1
16514.6,16514.6,4696.259049,10565.617,0
10302.0163,17099.437967,1615.97409,8323,0
4257.02,17099.437967,1615.97409,8323,0
6295.556449,17099.437967,1615.97409,8323,1
1615.97409,17099.437967,1615.97409,8323,1
10367.997,17099.437967,1615.97409,8323,0
17099.437967,17099.437967,1615.97409,8323,1
11501.0129,11501.0129,11501.0129,11501.013,1
623.66776,11568.625,623.66776,5450.878,1
2063.43781,11568.625,623.66776,5450.878,1
10842.070768,11568.625,623.66776,5450.878,0
11568.625,11568.625,623.66776,5450.878,1
2156.58767,11568.625,623.66776,5450.878,0
14034.05473,14034.05473,4546.7963,10346.111,0
12614.5,14034.05473,4546.7963,10346.111,1
4546.7963,14034.05473,4546.7963,10346.111,1
10311.96136,14034.05473,4546.7963,10346.111,1
10223.243,14034.05473,4546.7963,10346.111,1
5243.7,5243.7,1416.24548,3750.524,1
1416.24548,5243.7,1416.24548,3750.524,1
4591.626,5243.7,1416.24548,3750.524,1
11487.494198,11487.494198,11487.494198,11487.494,0
4613.22,4613.22,4613.22,4613.22,0
6850.8542,15724.629128,6850.8542,11287.742,0
15724.629128,15724.629128,6850.8542,11287.742,0
9610.2,11361.5,6891.537,9137.666,0
11361.5,11361.5,6891.537,9137.666,1
8325.3406,11361.5,6891.537,9137.666,0
6891.537,11361.5,6891.537,9137.666,0
9499.7516,11361.5,6891.537,9137.666,0
13003.829,13003.829,6982.21636,9916.024,1
6982.21636,13003.829,6982.21636,9916.024,0
9762.026,13003.829,6982.21636,9916.024,1
3301.3258,11753.88,3301.3258,7943.57,0
8084.67309,11753.88,3301.3258,7943.57,0
8634.4,11753.88,3301.3258,7943.57,0
11753.88,11753.88,3301.3258,7943.57,0
8089.8739,14735.798,6339.4374,9121.345,0
7320.271,14735.798,6339.4374,9121.345,1
6339.4374,14735.798,6339.4374,9121.345,1
14735.798,14735.798,6339.4374,9121.345,0
10445.52398,10929.5,1564.174656,6883.823,0
10929.5,10929.5,1564.174656,6883.823,0
2033.351265,10929.5,1564.174656,6883.823,1
9446.5646,10929.5,1564.174656,6883.823,0
1564.174656,10929.5,1564.174656,6883.823,1
3295.024287,6210.816781,3295.024287,5023.747,0
6210.816781,6210.816781,3295.024287,5023.747,1
5565.4,6210.816781,3295.024287,5023.747,1
4067.8584,6986.7639,3392.0068,4556.943,0
6986.7639,6986.7639,3392.0068,4556.943,1
3781.141559,6986.7639,3392.0068,4556.943,1
3392.0068,6986.7639,3392.0068,4556.943,1
1900.40081,14035.392,1900.40081,8251.544,1
14035.392,14035.392,1900.40081,8251.544,0
7806.38421,14035.392,1900.40081,8251.544,0
9264,14035.392,1900.40081,8251.544,0
10370.7,10370.7,3924.068,6442.265,1
3924.068,10370.7,3924.068,6442.265,1
5385.29,10370.7,3924.068,6442.265,0
6089,10370.7,3924.068,6442.265,0
6838.54,15209.67,1473.7,8479.636,0
15209.67,15209.67,1473.7,8479.636,1
10396.633122,15209.67,1473.7,8479.636,0
1473.7,15209.67,1473.7,8479.636,1
9778.2501,13327.58,1749.4955,8717.817,0
7340.7,13327.58,1749.4955,8717.817,0
7508.30727,13327.58,1749.4955,8717.817,0
1749.4955,13327.58,1749.4955,8717.817,1
13327.58,13327.58,1749.4955,8717.817,1
12602.57,13327.58,1749.4955,8717.817,1
10260.549,10260.549,2795.491,5885.947,0
2795.491,10260.549,2795.491,5885.947,0
4601.8,10260.549,2795.491,5885.947,1
4485.5,4485.5,4485.5,4485.5,1
8242.94759,8242.94759,8242.94759,8242.948,0
6598.2657,9385.6,3717.701,6101.413,0
9385.6,9385.6,3717.701,6101.413,1
4704.0834,9385.6,3717.701,6101.413,1
3717.701,9385.6,3717.701,6101.413,0
8190.478,10089.73,3483.421067,7873.834,1
10089.73,10089.73,3483.421067,7873.834,0
9731.70782,10089.73,3483.421067,7873.834,0
3483.421067,10089.73,3483.421067,7873.834,0
7494.822,7742.76,3089.55939,6128.941,1
3089.55939,7742.76,3089.55939,6128.941,1
7742.76,7742.76,3089.55939,6128.941,1
6188.624015,7742.76,3089.55939,6128.941,0
3127.485,8130.848,3127.485,5027.774,1
3824.99,8130.848,3127.485,5027.774,1
8130.848,8130.848,3127.485,5027.774,0
7288.91144,10083.4373,7288.91144,8601.806,0
8433.0684,10083.4373,7288.91144,8601.806,0
10083.4373,10083.4373,7288.91144,8601.806,0
10794.6404,10794.6404,2296.6,7291.995,0
9881.8285,10794.6404,2296.6,7291.995,1
2296.6,10794.6404,2296.6,7291.995,0
7059.5883,10794.6404,2296.6,7291.995,1
6427.319695,10794.6404,2296.6,7291.995,1
6865.24792,6865.24792,6865.24792,6865.248,0
7573.57,10135.34473,4336.7,7901.436,0
4336.7,10135.34473,4336.7,7901.436,0
9560.129,10135.34473,4336.7,7901.436,0
10135.34473,10135.34473,4336.7,7901.436,0
6470.582803,9708.4,3543.215664,7282.102,0
9708.4,9708.4,3543.215664,7282.102,1
9406.2094,9708.4,3543.215664,7282.102,1
3543.215664,9708.4,3543.215664,7282.102,1
11265.03355,11265.03355,2775.602,7475.868,1
8386.9694,11265.03355,2775.602,7475.868,0
2775.602,11265.03355,2775.602,7475.868,0
8463.35,10126.76,8463.35,9295.055,0
10126.76,10126.76,8463.35,9295.055,1
8039.281118,8039.281118,8039.281118,8039.281,0
3596.48,3596.48,1793.7,2773.889,1
1793.7,3596.48,1793.7,2773.889,1
2931.48818,3596.48,1793.7,2773.889,0
7924.1502,12372.37,4301.35,8573.43,1
12372.37,12372.37,4301.35,8573.43,0
9695.85,12372.37,4301.35,8573.43,1
4301.35,12372.37,4301.35,8573.43,0
683.0203,11400.44,683.0203,7576.912,1
10323.2142,11400.44,683.0203,7576.912,1
6474.6459,11400.44,683.0203,7576.912,1
11400.44,11400.44,683.0203,7576.912,0
9003.24,11400.44,683.0203,7576.912,0
10273.8,13910.39497,667.6,8556.123,0
9372.698,13910.39497,667.6,8556.123,0
13910.39497,13910.39497,667.6,8556.123,0
667.6,13910.39497,667.6,8556.123,1
9120.3312,10240.236,9120.3312,9680.284,1
10240.236,10240.236,9120.3312,9680.284,1
11082.4009,13589.645,6518.6374,10117.536,1
8715.1966,13589.645,6518.6374,10117.536,0
6518.6374,13589.645,6518.6374,10117.536,1
13589.645,13589.645,6518.6374,10117.536,0
10681.8,13589.645,6518.6374,10117.536,0
9110.715,9110.715,6693.7,7809.207,0
6693.7,9110.715,6693.7,7809.207,1
7623.206734,9110.715,6693.7,7809.207,0
5868.2103,5868.2103,5868.2103,5868.21,1
4280.3,4280.3,4280.3,4280.3,1
8409.9,8409.9,2209.3,5309.6,1
2209.3,8409.9,2209.3,5309.6,0
6835.691959,13581.732,5661.226905,8854.717,0
5661.226905,13581.732,5661.226905,8854.717,1
9598.096236,13581.732,5661.226905,8854.717,1
13581.732,13581.732,5661.226905,8854.717,0
8596.8397,13581.732,5661.226905,8854.717,0
3299.52,3299.52,3299.52,3299.52,1
7458.907,7458.907,7458.907,7458.907,1
5365.7,11400.20832,5365.7,8483.147,1
8683.5317,11400.20832,5365.7,8483.147,0
11400.20832,11400.20832,5365.7,8483.147,0
4374.5,11083.453727,4374.5,7728.977,0
11083.453727,11083.453727,4374.5,7728.977,1
8685.45,14233.1,2035.8,7538.217,1
14233.1,14233.1,2035.8,7538.217,1
2035.8,14233.1,2035.8,7538.217,0
8502.88378,14233.1,2035.8,7538.217,1
4233.849207,14233.1,2035.8,7538.217,1
10782.08,11544.9119,1213.421,8053.884,0
11544.9119,11544.9119,1213.421,8053.884,0
5754.79,11544.9119,1213.421,8053.884,0
7894.386,11544.9119,1213.421,8053.884,0
8093.7,11544.9119,1213.421,8053.884,0
11436.45414,11544.9119,1213.421,8053.884,0
7711.33049,11544.9119,1213.421,8053.884,1
1213.421,11544.9119,1213.421,8053.884,0
6718.52,6718.52,6718.52,6718.52,0
7280.146,10368.5,6740.011279,7976.598,0
10368.5,10368.5,6740.011279,7976.598,0
6740.011279,10368.5,6740.011279,7976.598,1
7517.73506,10368.5,6740.011279,7976.598,0
7898.8161,13702.0256,3453.305588,9173.438,1
3453.305588,13702.0256,3453.305588,9173.438,1
10460.3867,13702.0256,3453.305588,9173.438,0
12333.4,13702.0256,3453.305588,9173.438,1
7617.5928,13702.0256,3453.305588,9173.438,0
8748.53756,13702.0256,3453.305588,9173.438,0
13702.0256,13702.0256,3453.305588,9173.438,1
9769.894937,9769.894937,2889.452829,6329.674,1
2889.452829,9769.894937,2889.452829,6329.674,0
11962.0659,17930.9,4384.3,11425.755,1
4384.3,17930.9,4384.3,11425.755,1
17930.9,17930.9,4384.3,11425.755,1
2964.58,9755.89614,2964.58,6196.394,0
9755.89614,9755.89614,2964.58,6196.394,0
6816.0475,9755.89614,2964.58,6196.394,0
8367.894258,9755.89614,2964.58,6196.394,0
4161.76405,9755.89614,2964.58,6196.394,1
4230.413617,9755.89614,2964.58,6196.394,0
3810.75268,9755.89614,2964.58,6196.394,0
9463.8,9755.89614,2964.58,6196.394,1
11502.4,11502.4,9896.22,10470.033,1
9896.22,11502.4,9896.22,10470.033,0
10011.479269,11502.4,9896.22,10470.033,0
4077.14457,7911.95328,3090.57193,5408.036,0
3090.57193,7911.95328,3090.57193,5408.036,1
7911.95328,7911.95328,3090.57193,5408.036,1
6552.473306,7911.95328,3090.57193,5408.036,1
3569.798,3569.798,3569.798,3569.798,1
10793.5,11843.591,5067.535,9234.875,1
11843.591,11843.591,5067.535,9234.875,1
5067.535,11843.591,5067.535,9234.875,1
3371.668,11001.05495,1161.34,5473.42,0
1161.34,11001.05495,1161.34,5473.42,1
4506.32,11001.05495,1161.34,5473.42,0
9823.79,11001.05495,1161.34,5473.42,1
11001.05495,11001.05495,1161.34,5473.42,0
2976.35,11001.05495,1161.34,5473.42,1
8749.712,8749.712,8749.712,8749.712,0
9647.99,9647.99,1639.86,6283.749,0
1639.86,9647.99,1639.86,6283.749,1
7563.3975,9647.99,1639.86,6283.749,1
9218.995114,9218.995114,9218.995114,9218.995,1
6218.68484,9330.39236,2965.07737,6672.404,0
5532.953,9330.39236,2965.07737,6672.404,0
9314.91,9330.39236,2965.07737,6672.404,1
9330.39236,9330.39236,2965.07737,6672.404,1
2965.07737,9330.39236,2965.07737,6672.404,1
5595.2701,15825.89499,2740.7,8368.53,0
2740.7,15825.89499,2740.7,8368.53,0
3537.3,15825.89499,2740.7,8368.53,1
14241.096,15825.89499,2740.7,8368.53,0
4969.11,15825.89499,2740.7,8368.53,1
15825.89499,15825.89499,2740.7,8368.53,1
11670.34,15825.89499,2740.7,8368.53,0
10418.115511,10418.115511,3922.08,6896.068,0
3922.08,10418.115511,3922.08,6896.068,0
4301.784,10418.115511,3922.08,6896.068,0
8942.29128,10418.115511,3922.08,6896.068,0
5310.397974,8323.34,2517.382,5679.491,0
8323.34,8323.34,2517.382,5679.491,0
5281.6099,8323.34,2517.382,5679.491,0
2517.382,8323.34,2517.382,5679.491,0
6964.724,8323.34,2517.382,5679.491,1
4707.553196,10533.96,1785.47339,5675.662,0
10533.96,10533.96,1785.47339,5675.662,1
1785.47339,10533.96,1785.47339,5675.662,0
7593.83,7593.83,7593.83,7593.83,1
11944.734,12630.22056,11944.734,12287.477,0
12630.22056,12630.22056,11944.734,12287.477,0
12182.12,12182.12,12182.12,12182.12,0
5388.249,8745.129282,2921.73,5419.717,0
2921.73,8745.129282,2921.73,5419.717,0
8745.129282,8745.129282,2921.73,5419.717,0
4623.75993,8745.129282,2921.73,5419.717,1
9861.76,9861.76,9861.76,9861.76,0
9899.63593,9899.63593,2105.9167,6030.144,1
3608.251,9899.63593,2105.9167,6030.144,0
4485.78586,9899.63593,2105.9167,6030.144,1
9865.42,9899.63593,2105.9167,6030.144,1
2105.9167,9899.63593,2105.9167,6030.144,0
6215.8528,9899.63593,2105.9167,6030.144,0
5758.643056,9091.1,5758.643056,7129.985,0
8349.99,9091.1,5758.643056,7129.985,0
6402.32327,9091.1,5758.643056,7129.985,1
6047.86707,9091.1,5758.643056,7129.985,0
9091.1,9091.1,5758.643056,7129.985,1
11451.749,11451.749,3767.2,7406.39,0
9345.872363,11451.749,3767.2,7406.39,1
4930.44,11451.749,3767.2,7406.39,0
7979.545436,11451.749,3767.2,7406.39,1
3767.2,11451.749,3767.2,7406.39,1
6963.53294,11451.749,3767.2,7406.39,1
12306.8574,12306.8574,3407.6622,7702.661,0
4828.4,12306.8574,3407.6622,7702.661,0
3407.6622,12306.8574,3407.6622,7702.661,0
10617.9,12306.8574,3407.6622,7702.661,0
9098.66,12306.8574,3407.6622,7702.661,1
5234.4,12306.8574,3407.6622,7702.661,0
8424.747467,12306.8574,3407.6622,7702.661,0
4540.39,9740.831639,4540.39,7560.536,0
8400.385,9740.831639,4540.39,7560.536,1
9740.831639,9740.831639,4540.39,7560.536,1
10231.5,10231.5,10231.5,10231.5,1
6548.51,6548.51,6548.51,6548.51,1
3706.1,11967.0702,3706.1,7836.585,0
11967.0702,11967.0702,3706.1,7836.585,0
4411.3547,8133.01594,4411.3547,6272.185,1
8133.01594,8133.01594,4411.3547,6272.185,1
4979.76401,4979.76401,3156.71855,4068.241,1
3156.71855,4979.76401,3156.71855,4068.241,0
1349.47,1349.47,1349.47,1349.47,1
1642.40858,6538.623867,1642.40858,3914.95,1
6538.623867,6538.623867,1642.40858,3914.95,0
4176.36359,6538.623867,1642.40858,3914.95,0
3302.402,6538.623867,1642.40858,3914.95,0
12133.04143,12133.04143,6078.72,9105.881,1
6078.72,12133.04143,6078.72,9105.881,0
1635.0663,9819.8,1635.0663,5727.433,1
9819.8,9819.8,1635.0663,5727.433,0
9792.749377,13424.2411,3147.0409,7813.639,1
13424.2411,13424.2411,3147.0409,7813.639,1
4890.5254,13424.2411,3147.0409,7813.639,1
3147.0409,13424.2411,3147.0409,7813.639,0
4892.0034,15872.85,2020.85169,8204.152,1
10030.901,15872.85,2020.85169,8204.152,0
2020.85169,15872.85,2020.85169,8204.152,0
15872.85,15872.85,2020.85169,8204.152,0
5984.82,12642.72051,1410.12,7144.181,0
3216.994095,12642.72051,1410.12,7144.181,1
12642.72051,12642.72051,1410.12,7144.181,1
1410.12,12642.72051,1410.12,7144.181,1
12466.25,12642.72051,1410.12,7144.181,1
13158.180353,13158.180353,5510.123746,9334.152,1
5510.123746,13158.180353,5510.123746,9334.152,0
7262.218864,7262.218864,6034.1717,6756.498,0
6034.1717,7262.218864,6034.1717,6756.498,1
6973.10259,7262.218864,6034.1717,6756.498,1
1535.667,13261.995709,1535.667,7158.941,1
6679.16049,13261.995709,1535.667,7158.941,1
13261.995709,13261.995709,1535.667,7158.941,0
15430.06,15430.06,2152.556,8812.379,1
8754.77,15430.06,2152.556,8812.379,0
2152.556,15430.06,2152.556,8812.379,1
8912.13,15430.06,2152.556,8812.379,1
10165.65487,11245.25792,6163.31791,8278.933,1
6247.655944,11245.25792,6163.31791,8278.933,1
6163.31791,11245.25792,6163.31791,8278.933,1
11245.25792,11245.25792,6163.31791,8278.933,0
7572.78,11245.25792,6163.31791,8278.933,1
8558.015,8558.015,5721.6732,7139.844,0
5721.6732,8558.015,5721.6732,7139.844,1
10143.1726,13296.01254,5102.938,9514.041,0
5102.938,13296.01254,5102.938,9514.041,0
13296.01254,13296.01254,5102.938,9514.041,0
2360.4628,11783.6,2360.4628,6912.061,0
11783.6,11783.6,2360.4628,6912.061,0
8493.06,11783.6,2360.4628,6912.061,1
5011.12,11783.6,2360.4628,6912.061,0
6577.4,6577.4,6577.4,6577.4,1
10011.592,10578.8016,2927.4387,7947.975,1
5799.1,10578.8016,2927.4387,7947.975,1
10422.942,10578.8016,2927.4387,7947.975,1
2927.4387,10578.8016,2927.4387,7947.975,1
10578.8016,10578.8016,2927.4387,7947.975,0
6244.6,6244.6,6244.6,6244.6,1
5971.66,6022.148,5971.66,5996.904,0
6022.148,6022.148,5971.66,5996.904,0
2987.424,11972.189,2987.424,6715.802,1
11972.189,11972.189,2987.424,6715.802,1
5617.542996,11972.189,2987.424,6715.802,1
7470.4453,11972.189,2987.424,6715.802,0
5531.4067,11972.189,2987.424,6715.802,0
2788.104125,4068.9749,2293.2284,3236.487,0
2293.2284,4068.9749,2293.2284,3236.487,0
4068.9749,4068.9749,2293.2284,3236.487,0
3795.64,4068.9749,2293.2284,3236.487,0
7795.73014,10471.26033,1872.70311,6282.478,1
10471.26033,10471.26033,1872.70311,6282.478,0
1872.70311,10471.26033,1872.70311,6282.478,0
2077.59856,10471.26033,1872.70311,6282.478,0
9195.1,10471.26033,1872.70311,6282.478,0
8034.9237,8034.9237,3307.257291,5671.09,0
3307.257291,8034.9237,3307.257291,5671.09,0
4613.9401,4613.9401,4613.9401,4613.94,0
7496.23,13595.98256,2436.1685,7569.734,1
7155.4,13595.98256,2436.1685,7569.734,0
13595.98256,13595.98256,2436.1685,7569.734,0
8072.93034,13595.98256,2436.1685,7569.734,1
2436.1685,13595.98256,2436.1685,7569.734,0
3754.7,13595.98256,2436.1685,7569.734,1
10476.72644,13595.98256,2436.1685,7569.734,0
4280.2,4280.2,4280.2,4280.2,0
5218.48,10719.5466,2223.75,6848.731,0
10719.5466,10719.5466,2223.75,6848.731,0
9233.147,10719.5466,2223.75,6848.731,1
2223.75,10719.5466,2223.75,6848.731,1
17242.3,17242.3,10886.641,14064.471,1
10886.641,17242.3,10886.641,14064.471,1
4392.401,9523.8,4392.401,6958.101,1
9523.8,9523.8,4392.401,6958.101,1
4769.9555,4769.9555,2441.5525,3605.754,0
2441.5525,4769.9555,2441.5525,3605.754,0
9447.8698,10835.63,5047.794087,8443.765,0
10835.63,10835.63,5047.794087,8443.765,0
5047.794087,10835.63,5047.794087,8443.765,1
11636.52,11636.52,2292.736,6964.628,0
2292.736,11636.52,2292.736,6964.628,1
13089.09,13089.09,13089.09,13089.09,1
3069.208,3069.208,3069.208,3069.208,0
9076.2,12462.2935,5750,8620.821,1
7829.59,12462.2935,5750,8620.821,1
5750,12462.2935,5750,8620.821,0
12462.2935,12462.2935,5750,8620.821,1
7986.02387,12462.2935,5750,8620.821,0
10101.84786,10101.84786,1488.2594,5453.077,0
1488.2594,10101.84786,1488.2594,5453.077,1
6315.34,10101.84786,1488.2594,5453.077,0
3906.85972,10101.84786,1488.2594,5453.077,1
7618.2,15211.944,7618.2,11405.899,0
11387.552,15211.944,7618.2,11405.899,1
15211.944,15211.944,7618.2,11405.899,0
3100.411,7730.0976,3100.411,5415.254,1
7730.0976,7730.0976,3100.411,5415.254,1
14658.26,14658.26,14658.26,14658.26,0
4906.8,8205.04,749.036,4620.292,0
8205.04,8205.04,749.036,4620.292,1
749.036,8205.04,749.036,4620.292,1
13258.153,13258.153,603.45,5831.3,0
603.45,13258.153,603.45,5831.3,1
650.89728,13258.153,603.45,5831.3,1
8812.7,13258.153,603.45,5831.3,1
510.2116,14773.13,510.2116,7641.671,1
14773.13,14773.13,510.2116,7641.671,0
3571.13,11569.234822,3571.13,7570.182,0
11569.234822,11569.234822,3571.13,7570.182,0
3188.6,9712.408839,1063.46,4654.823,0
9712.408839,9712.408839,1063.46,4654.823,1
1063.46,9712.408839,1063.46,4654.823,1
8806.4307,15323.9791,1613.474284,8461.798,1
14034.08625,15323.9791,1613.474284,8461.798,1
15323.9791,15323.9791,1613.474284,8461.798,1
5319.482,15323.9791,1613.474284,8461.798,1
8952.5,15323.9791,1613.474284,8461.798,1
7782.455,15323.9791,1613.474284,8461.798,0
1613.474284,15323.9791,1613.474284,8461.798,0
5861.97595,15323.9791,1613.474284,8461.798,0
13037.3,13037.3,8142.36735,9879.85,0
8459.884,13037.3,8142.36735,9879.85,1
8142.36735,13037.3,8142.36735,9879.85,0
12836.34,17849.09,4676.4909,11404.156,1
9169.581,17849.09,4676.4909,11404.156,0
12489.277642,17849.09,4676.4909,11404.156,1
17849.09,17849.09,4676.4909,11404.156,1
